VendorNumber,VendorName,Brand,Description,AvgPurchasePrice,TotalPurchaseQuantity,TotalPurchaseDollars,AvgActualPrice,TotalVolume,TotalSalesDollars,TotalSalesPrice,TotalSalesQuantity,TotalExciseTax,FreightCost,EstimatedProfit,GrossProfit,ProfitMargin,SalesToPurchaseRatio,StockTurnover
3664,WILLIAM GRANT & SONS INC   ,1919,Tullamore Dew Crock,23.99,384,9212.16,29.99,17250.0,9986.67,7317.5599999999995,333.0,262.45,30234.420000000002,-29459.910000000003,774.5100000000002,7.755437998852472,1.0840747446852856,0.8671875
1128,BROWN-FORMAN CORP          ,8283,Korbel X Dry,18.79,490,9207.1,27.990000000000002,121500.0,12887.51,9072.84,449.0,99.95,68601.68,-64921.26999999999,3680.41,28.557960381796015,1.3997360732478197,0.9163265306122449
6785,PALM BAY INTERNATIONAL INC ,27528,Bertani Due Uve White Venet,7.330000000000001,1255,9199.15,10.99,69750.0,12869.289999999999,3824.52,1171.0,131.08,13605.41,-9935.27,3670.1399999999994,28.518589603622264,1.3989651217775554,0.9330677290836653
4425,MARTIGNETTI COMPANIES,23895,Lindemans Bin 50 Shiraz,5.4,1703,9196.199999999999,7.99,110250.0,14310.78,7702.66,1722.0,191.39000000000001,144929.24,-139814.65999999997,5114.580000000002,35.7393517334485,1.5561623279180534,1.0111567821491485
7255,PSP WINES ,24841,Porta 6 Red,5.47,1681,9195.07,7.99,174750.0,11927.97,6915.87,1403.0,155.76,648.71,2084.1899999999996,2732.8999999999996,22.911694110565335,1.2972136155570322,0.834622248661511
10754,PERFECTA WINES             ,13956,Gouleyant Malbec Cahors,7.79,1180,9192.2,11.99,77250.0,14631.92,9647.710000000001,1108.0,122.82000000000001,28720.52,-23280.800000000003,5439.719999999999,37.17707587247606,1.59177563586519,0.9389830508474576
4425,MARTIGNETTI COMPANIES ,2232,Sipsmith Gin,31.0,296,9176.0,39.99,37500.0,10668.26,9002.69,274.0,216.15,144929.24,-143436.97999999998,1492.2600000000002,13.987848065195262,1.1626264167393199,0.9256756756756757
3252,E & J GALLO WINERY         ,23539,Vin Vault Chard,12.41,739,9170.99,18.99,357000.0,11762.869999999999,9426.089999999998,613.0,275.85,61966.91,-59375.030000000006,2591.879999999999,22.034418471002397,1.2826172528810957,0.8294993234100135
2242,DELICATO VINEYARDS INC     ,16429,HandCraft Artisan Coll Pnt N,5.8,1581,9169.8,9.99,90750.0,25351.34,12835.07,2566.0,285.32,7982.65,8198.890000000001,16181.54,63.82913092562366,2.7646557176819564,1.623023402909551
1392,CONSTELLATION BRANDS INC   ,26175,Tom Gore Svgn Bl,7.580000000000001,1208,9156.64,14.99,72000.0,8963.09,4564.02,791.0,88.07000000000001,79528.99,-79722.54000000001,-193.54999999999927,-2.1594115422248272,0.978862333781824,0.6548013245033113
90047,CRUSH WINES                ,17611,True Myth Chard,5.22,1753,9150.66,7.990000000000001,102000.0,18664.58,10305.08,1442.0,160.36,1457.73,8056.190000000002,9513.920000000002,50.97312663879927,2.0396976830086575,0.8225898459783229
4425,MARTIGNETTI COMPANIES,40363,Clos La Coutale Cahors,11.48,796,9138.08,16.99,30750.0,7054.01,4257.04,499.0,55.36,144929.24,-147013.31,-2084.0699999999997,-29.544471867774497,0.7719356801428747,0.6268844221105527
17032,JEWELL TOWNE VINEYARDS     ,35318,Jewell Towne Marechal Foch,7.46,1224,9131.039999999999,11.49,79500.0,13592.67,9938.85,1183.0,130.82,283.61,4178.020000000001,4461.630000000001,32.82379400073717,1.4886223256058457,0.9665032679738562
9744,FREDERICK WILDMAN & SONS   ,26774,El Coto Blanco Rioja,9.26,984,9111.84,13.99,63000.0,7569.7,4098.59,630.0,69.98,3999.93,-5542.07,-1542.1400000000003,-20.372537881289883,0.8307542713656078,0.6402439024390244
2000,SOUTHERN WINE & SPIRITS NE ,23289,Ch Mouton Rothschild 11 Paui,479.45,19,9109.55,699.9900000000001,4500.0,12599.82,5599.92,18.0,2.02,19016.59,-15526.32,3490.2700000000004,27.700951283431035,1.3831440630986163,0.9473684210526315
2000,SOUTHERN WINE & SPIRITS NE ,25594,Virginia Dare Chard Sonoma C,16.12,565,9107.8,24.99,33000.0,8055.36,4483.98,364.0,40.52,19016.59,-20069.03,-1052.4399999999996,-13.065089580105665,0.8844462987768726,0.6442477876106195
9552,M S WALKER INC             ,16494,Tenuta di Arceno Chianti Cls,11.68,779,9098.72,17.99,99750.0,13524.599999999999,10268.38,740.0,81.69,55551.82,-51125.94,4425.879999999999,32.72466468509235,1.4864288603232103,0.9499358151476252
660,SAZERAC NORTH AMERICA INC. ,1028,Amaretto di Amore VAP,5.71,1593,9096.03,7.99,117750.0,9650.35,2703.6,1015.0,799.22,17932.33,-17378.010000000002,554.3199999999997,5.744040371592737,1.0609408720067985,0.6371625863151287
4425,MARTIGNETTI COMPANIES,22697,Girard Old Vine Znfdl,10.46,868,9079.28,24.99,54750.0,21633.52,14101.859999999999,948.0,104.96000000000001,144929.24,-132375.0,12554.24,58.03142530665375,2.3827351948612665,1.0921658986175116
1392,CONSTELLATION BRANDS INC   ,33684,R Mondavi Pvt Sel Merlot,10.32,878,9060.960000000001,17.99,228000.0,16215.179999999998,12527.199999999999,882.0,195.83,79528.99,-72374.77,7154.2199999999975,44.12050930054429,1.7895653440695023,1.0045558086560364
516,BANFI PRODUCTS CORP        ,31347,Florio Sweet Marsala Italy,7.089999999999999,1277,9053.93,10.99,78750.0,12759.39,8396.36,1161.0,128.58,8510.41,-4804.950000000001,3705.459999999999,29.041043498160956,1.4092653687404253,0.9091620986687549
9552,M S WALKER INC             ,12339,Volver Tempranillo,9.58,943,9033.939999999999,15.99,55500.0,8262.32,4808.7,568.0,63.11,55551.82,-56323.44,-771.619999999999,-9.339023421992842,0.914586548062086,0.6023329798515377
9552,M S WALKER INC             ,6646,Brown Jug Cream Bourbon,13.56,666,9030.960000000001,18.99,55500.0,12172.589999999998,8868.33,641.0,505.51,55551.82,-52410.19,3141.6299999999974,25.80905131939873,1.3478733157936695,0.9624624624624625
9552,M S WALKER INC             ,37217,Castano Solanera Yecla Mona,8.66,1041,9015.06,12.990000000000002,64500.0,15451.210000000001,8737.92,1079.0,119.81,55551.82,-49115.67,6436.1500000000015,41.65466652773473,1.7139331296741234,1.0365033621517772
4425,MARTIGNETTI COMPANIES,6021,Jackson Morgan Pepmint Mocha,16.54,544,8997.76,27.99,48000.0,13741.58,8630.08,642.0,506.09000000000003,144929.24,-140185.41999999998,4743.82,34.521648893358694,1.527222330891244,1.1801470588235294
4425,MARTIGNETTI COMPANIES,11055,Ramey Cab Svgn Napa,37.49,240,8997.6,56.99,8250.0,3761.34,3020.4700000000003,66.0,7.28,144929.24,-150165.5,-5236.26,-139.2126210339932,0.4180381435049346,0.275
516,BANFI PRODUCTS CORP        ,19356,C Y Toro Marques Cs Cab Svgn,12.25,733,8979.25,19.99,99000.0,14994.98,9326.019999999999,802.0,88.93,8510.41,-2494.6800000000003,6015.73,40.11829292203124,1.6699590723055935,1.0941336971350615
4425,MARTIGNETTI COMPANIES,42886,Clos de Los Siete Mendoza,13.24,678,8976.72,19.99,45000.0,13973.009999999998,7356.32,699.0,77.73,144929.24,-139932.94999999998,4996.289999999999,35.75671956149748,1.5565830280993502,1.0309734513274336
7153,PINE STATE TRADING CO      ,25844,Ch Chaigneau Brdx,11.99,747,8956.529999999999,17.99,30750.0,8887.06,5271.07,494.0,54.800000000000004,15884.82,-15954.289999999999,-69.46999999999935,-0.7816983344323021,0.992243647930616,0.6613119143239625
4425,MARTIGNETTI COMPANIES,45845,Joseph Carr Chard Napa,10.66,840,8954.4,17.99,51750.0,17680.11,9780.57,989.0,109.87,144929.24,-136203.53,8725.710000000001,49.35325628630139,1.9744606003752347,1.1773809523809524
90024,VINILANDIA USA             ,14920,Broadbent Gruner Veltliner,7.84,1142,8953.28,12.99,96000.0,16273.27,9390.25,1173.0,175.95,2802.64,4517.35,7319.99,44.98167854401727,1.8175763519067871,1.0271453590192645
4950,LATITUDE BEVERAGE COMPANY  ,23360,Ninety+Cellars Lot 35 Tempo,6.16,1453,8950.48,8.99,94500.0,15057.86,9450.17,1414.0,156.8,1610.0,4497.380000000001,6107.380000000001,40.559415481349944,1.6823522313887078,0.9731589814177564
7239,REMY COINTREAU USA INC     ,10916,Piper Sonoma Bl de Bl Sonoma,9.39,952,8939.28,13.99,55500.0,13274.72,3749.38,928.0,103.83,16978.67,-12643.23,4335.439999999999,32.65937059312738,1.4849876052657482,0.9747899159663865
2242,DELICATO VINEYARDS INC     ,27206,Irony Black Monterey,8.66,1032,8937.119999999999,12.99,7500.0,0.0,0.0,0.0,0.0,7982.65,-16919.769999999997,-8937.119999999999,0.0,0.0,0.0
9552,M S WALKER INC             ,32835,Mionetto Prosecco Superiore,12.24,730,8935.199999999999,19.99,45750.0,12655.089999999998,8599.31,691.0,76.54,55551.82,-51831.93,3719.8899999999994,29.39441758217444,1.4163186050675978,0.9465753424657535
10754,PERFECTA WINES             ,22951,Pierre Andre Meursault,35.17,254,8933.18,50.99,11250.0,4589.1,2753.46,90.0,10.0,28720.52,-33064.6,-4344.08,-94.66082674162689,0.5137140413604114,0.3543307086614173
10754,PERFECTA WINES             ,27291,Waterbrook Chard Rsv Col Vly,13.239999999999998,672,8897.28,19.99,17250.0,3518.24,2278.8599999999997,176.0,19.48,28720.52,-34099.56,-5379.040000000001,-152.89008140433856,0.3954287152927636,0.2619047619047619
9165,ULTRA BEVERAGE COMPANY LLP ,46783,Oops Voluptuous Beauty Valle,5.74,1549,8891.26,8.99,90000.0,13186.41,8228.32,1559.0,173.02,68054.7,-63759.549999999996,4295.15,32.57255007238513,1.4830755146064787,1.0064557779212395
9552,M S WALKER INC             ,31910,Luna di Luna Merlot/Cab Ca'M,6.75,1317,8889.75,9.99,83250.0,13726.7,7938.3,1330.0,147.74,55551.82,-50714.869999999995,4836.950000000001,35.237529777732455,1.5441041649090246,1.0098709187547457
660,SAZERAC NORTH AMERICA INC. ,4344,Calypso Silver Rum,10.71,830,8889.300000000001,14.99,211750.0,4978.75,4252.37,425.0,781.5500000000001,17932.33,-21842.880000000005,-3910.550000000001,-78.54481546572937,0.5600834711394598,0.5120481927710844
3252,E & J GALLO WINERY         ,14624,The Naked Grape Pnt Nr,4.57,1945,8888.650000000001,6.990000000000001,123750.0,13058.880000000001,7624.280000000001,2012.0,223.49,61966.91,-57796.68000000001,4170.23,31.93405560048028,1.4691634837686263,1.0344473007712083
10754,PERFECTA WINES             ,26996,Bleu de Mer Blanc,9.03,983,8876.49,13.99,24000.0,4804.25,3507.28,375.0,41.45,28720.52,-32792.76,-4072.24,-84.76328251027735,0.5412330774889624,0.3814852492370295
653,STATE WINE & SPIRITS   ,24439,Des Amis Rose,12.41,715,8873.15,17.99,28500.0,10247.2,6563.65,680.0,75.41,8014.9800000000005,-6640.929999999999,1374.050000000001,13.409028807869477,1.1548548148064668,0.951048951048951
9165,ULTRA BEVERAGE COMPANY LLP ,4899,Clement Mahina Coco Liqueur,14.28,621,8867.880000000001,20.99,69750.0,13407.679999999998,9254.609999999999,632.0,498.33,68054.7,-63514.9,4539.799999999997,33.859698322155644,1.5119374641966283,1.0177133655394526
2242,DELICATO VINEYARDS INC     ,46311,Twisted Old Vine Znfdl,4.76,1863,8867.88,6.99,120000.0,14050.82,8591.33,1918.0,212.89000000000001,7982.65,-2799.709999999999,5182.9400000000005,36.887099827625725,1.5844621262353573,1.0295222758990874
4425,MARTIGNETTI COMPANIES,13154,Clayhouse Malbec Paso Robles,7.789999999999999,1137,8857.23,12.99,57000.0,20705.2,12785.92,1480.0,164.26,144929.24,-133081.27,11847.970000000001,57.22219539052992,2.3376608714011042,1.3016710642040457
1392,CONSTELLATION BRANDS INC   ,6145,Marcus James Cab Svgn Mendza,5.19,1705,8848.95,8.99,438000.0,14731.710000000001,8762.130000000001,1829.0,408.46000000000004,79528.99,-73646.23000000001,5882.76,39.93263511160619,1.6647975183496346,1.0727272727272728
9165,ULTRA BEVERAGE COMPANY LLP ,1259,St George Gin 3/200mls Combo,21.05,420,8841.0,27.99,6400.0,12959.369999999999,11279.97,463.0,97.22999999999999,68054.7,-63936.33,4118.369999999999,31.779091113225405,1.4658262639972852,1.1023809523809525
9165,ULTRA BEVERAGE COMPANY LLP ,16782,Penner-Ash Willamette Pnt Nr,24.5,360,8820.0,37.99,48000.0,14394.130000000001,9964.32,387.0,42.85,68054.7,-62480.56999999999,5574.130000000001,38.725021936025314,1.6319875283446714,1.075
28750,SMOKY QUARTZ DISTILLERY LLC,4524,Smoky Quartz Granite Cst Rum,21.99,401,8817.99,27.49,27000.0,11848.189999999999,10721.099999999999,431.0,340.16,342.65,2687.549999999999,3030.199999999999,25.57521444203713,1.3436384028559796,1.0748129675810474
4425,MARTIGNETTI COMPANIES,41612,Ridge Geyserville Znfdl,24.180000000000003,364,8801.52,36.99,16500.0,11923.93,7540.06,307.0,34.03,144929.24,-141806.83,3122.41,26.186081266830648,1.3547580417927811,0.8434065934065934
10754,PERFECTA WINES             ,15902,Kosta Browne Pnt Nr RRV,62.410000000000004,141,8799.81,92.99,12750.0,9299.0,4742.49,100.0,11.15,28720.52,-28221.33,499.1900000000005,5.368211635659754,1.056727361158934,0.7092198581560284
4425,MARTIGNETTI COMPANIES,18014,Argyle Brut,13.6,647,8799.199999999999,21.990000000000002,39750.0,14523.109999999999,9227.64,689.0,76.43,144929.24,-139205.33,5723.91,39.41242612635999,1.6505034548595328,1.0649149922720247
12546,JIM BEAM BRANDS COMPANY    ,2997,Yamazaki 12 Yr Japanese,63.230000000000004,139,8788.97,85.99,9750.0,12412.61,4111.54,139.0,109.45,123880.97,-120257.33,3623.6400000000012,29.193215608965406,1.4122940458324469,1.0
9552,M S WALKER INC             ,36123,Qupe Central Coast Syrah Cal,11.76,747,8784.720000000001,17.99,48000.0,13342.009999999998,8796.4,699.0,77.4,55551.82,-50994.53,4557.289999999997,34.15744704133783,1.5187746450655224,0.9357429718875502
9552,M S WALKER INC             ,23159,Champlain Orchards Ice Cider,17.56,500,8780.0,25.990000000000002,29625.0,12371.24,9850.21,476.0,27.84,55551.82,-51960.58,3591.24,29.028941318736035,1.4090250569476082,0.952
3252,E & J GALLO WINERY         ,37527,Redwood Creek Pnt Grigio,7.18,1222,8773.96,10.99,303000.0,14409.57,8270.28,1343.0,299.68,61966.91,-56331.3,5635.610000000001,39.11018857606439,1.642310883569107,1.0990180032733223
7153,PINE STATE TRADING CO      ,25445,Maynard's 10 Yr Tawny Port,13.51,649,8767.99,19.989999999999995,40500.0,9615.189999999999,6776.61,481.0,53.25,15884.82,-15037.62,847.1999999999989,8.811058335820707,1.0966241977921962,0.7411402157164869
4425,MARTIGNETTI COMPANIES,18974,Pine Ridge Napa Vlly Cab Svg,32.67,268,8755.560000000001,49.99,32250.0,13239.68,7840.63,232.0,25.77,144929.24,-140445.12,4484.119999999999,33.86879441194953,1.5121454253068904,0.8656716417910447
9552,M S WALKER INC             ,32619,Schmitt Sohne Blue Rsl,12.41,705,8749.05,18.99,183000.0,14026.939999999999,9811.06,706.0,157.17000000000002,55551.82,-50273.93,5277.889999999999,37.62680955361611,1.6032529246032425,1.001418439716312
4425,MARTIGNETTI COMPANIES,8787,Torresella Pinot Grigio Ven,6.7,1304,8736.800000000001,9.99,80250.0,17597.53,11813.630000000001,1247.0,138.08,144929.24,-136068.50999999998,8860.729999999998,50.35212328093771,2.014184827396758,0.9562883435582822
4425,MARTIGNETTI COMPANIES,27083,Santa Margherita Rose Brut,13.69,638,8734.22,19.99,48750.0,8165.92,3083.4599999999996,408.0,45.57,144929.24,-145497.53999999998,-568.2999999999993,-6.959411799282863,0.9349340868446181,0.6394984326018809
4425,MARTIGNETTI COMPANIES,25904,Casal Garcia Sangria,5.22,1673,8733.06,7.99,57000.0,7507.95,3033.79,1395.0,155.99,144929.24,-146154.34999999998,-1225.1099999999997,-16.31750344634687,0.8597158384346381,0.8338314405260012
9165,ULTRA BEVERAGE COMPANY LLP ,10732,A Bichot Pnt Nr Bourgogne,9.8,890,8722.0,15.99,61500.0,13745.23,6997.54,877.0,97.62,68054.7,-63031.47,5023.23,36.545259701001726,1.5759263930291216,0.9853932584269663
9819,TREASURY WINE ESTATES      ,6724,Black Opal Cashmore Cab Svgn,4.63,1882,8713.66,6.99,120000.0,15056.52,8817.66,1948.0,216.31,14836.57,-8493.71,6342.860000000001,42.12699880184797,1.7279214474744253,1.0350690754516472
10754,PERFECTA WINES             ,11080,G Vigouroux Pigmentum Malbec,6.619999999999999,1315,8705.3,9.99,67500.0,11411.54,6772.64,1246.0,138.34,28720.52,-26014.28,2706.2400000000016,23.714941191110064,1.3108726867540466,0.9475285171102662
3089,SIDNEY FRANK IMPORTING CO  ,2158,Sortilege Liqueur,12.4,702,8704.800000000001,16.99,45000.0,13293.349999999999,8715.64,665.0,260.8,8549.55,-3961.000000000002,4588.549999999997,34.51763475722822,1.5271287105964522,0.9472934472934473
98450,Serralles Usa LLC          ,4418,Don Q Single Barrel Rum,29.0,300,8700.0,37.99,15000.0,4534.81,4268.88,119.0,93.97,856.02,-5021.209999999999,-4165.19,-91.84927262663705,0.5212425287356323,0.39666666666666667
4425,MARTIGNETTI COMPANIES,20912,Whitehall Tre Leoni Red Napa,15.75,552,8694.0,23.99,35250.0,15029.99,9146.349999999999,601.0,66.73,144929.24,-138593.25,6335.99,42.15565013682644,1.7287773176903611,1.088768115942029
9552,M S WALKER INC             ,2175,Cedar Ridge Iowa Bourbon,28.98,300,8694.0,39.99,11250.0,919.7700000000001,879.7800000000001,23.0,18.16,55551.82,-63326.05,-7774.23,-845.2363090772692,0.1057936507936508,0.07666666666666666
9165,ULTRA BEVERAGE COMPANY LLP ,18881,Middle Sister Pnt Nr Goodie,6.53,1331,8691.43,9.99,84750.0,13176.83,9297.7,1317.0,145.74,68054.7,-63569.299999999996,4485.4,34.04005363960831,1.5160715785549672,0.9894815927873779
90024,VINILANDIA USA             ,44922,Quinta do Crasto RSV Douro,22.81,381,8690.61,36.99,18000.0,9183.48,6151.31,252.0,27.91,2802.64,-2309.770000000001,492.869999999999,5.36691972977563,1.056712934995357,0.6614173228346457
10754,PERFECTA WINES             ,14811,Primaterra Pnt Nr,7.530000000000001,1151,8667.03,10.99,69750.0,11349.74,6085.95,1126.0,125.19,28720.52,-26037.81,2682.709999999999,23.63675291240151,1.309530485068126,0.9782797567332754
516,BANFI PRODUCTS CORP        ,6378,Walnut Crest Merlot Rapel,6.620000000000001,1309,8665.58,11.990000000000002,301500.0,13791.98,6035.2300000000005,1302.0,291.36,8510.41,-3384.01,5126.4,37.169427449865786,1.5915818675726263,0.9946524064171123
9165,ULTRA BEVERAGE COMPANY LLP ,21849,Attems Pnt Grigio Ramato,11.72,739,8661.08,16.99,43500.0,12815.33,6098.339999999999,767.0,85.37,68054.7,-63900.45,4154.25,32.41625459508261,1.4796457254753448,1.0378890392422193
8673,STE MICHELLE WINE ESTATES  ,39437,Columbia Crest Two Cab Svgn,4.51,1920,8659.199999999999,6.99,113250.0,13771.27,5603.76,1873.0,208.88,15919.7,-10807.63,5112.0700000000015,37.12126768264656,1.5903628510716927,0.9755208333333333
1590,DIAGEO CHATEAU ESTATE WINES,25581,BV Coastal Estate Merlot,6.07,1426,8655.82,8.99,93000.0,15790.38,7503.610000000001,1762.0,196.21,7259.75,-125.19000000000051,7134.5599999999995,45.182953165154984,1.8242500421681596,1.2356241234221599
4425,MARTIGNETTI COMPANIES,26359,Fizz 56 Sparkling Red,2.73,3165,8640.45,3.99,26250.0,12628.35,3335.6400000000003,3165.0,178.62,144929.24,-140941.34,3987.8999999999996,31.57894736842105,1.4615384615384615,1.0
9165,ULTRA BEVERAGE COMPANY LLP ,2796,Teeling Single Malt Whiskey,47.99,180,8638.2,59.99,9000.0,7858.6900000000005,6958.84,131.0,103.41000000000001,68054.7,-68834.20999999999,-779.5100000000002,-9.919083205979625,0.9097601352133546,0.7277777777777777
10754,PERFECTA WINES             ,26994,Frank Family Vyds Chard,23.22,372,8637.84,35.99,13500.0,7953.79,4570.7300000000005,221.0,24.51,28720.52,-29404.57,-684.0500000000002,-8.600302497300031,0.9208077482333547,0.5940860215053764
90032,LABELLE VYDS AND WINERY    ,46826,LaBelle Winery Grnt St Apple,10.34,835,8633.9,14.99,26250.0,11182.54,9353.76,746.0,43.89,778.25,1770.3900000000012,2548.6400000000012,22.791244207487754,1.295189891011015,0.8934131736526946
90032,LABELLE VYDS AND WINERY    ,14382,LaBelle Winery Raspberry,10.59,815,8630.85,15.99,26250.0,12903.93,10681.32,807.0,47.33,778.25,3494.83,4273.08,33.114562772736676,1.4950937624915275,0.9901840490797545
10754,PERFECTA WINES             ,18636,Castello di Cacchiano Rosso,10.95,788,8628.6,15.99,47250.0,7504.18,4150.36,482.0,53.57,28720.52,-29844.940000000002,-1124.42,-14.983915631021643,0.8696868553415386,0.6116751269035533
3960,DIAGEO NORTH AMERICA INC   ,5106,Capt Morgan Long Isl Tea RTD,9.52,906,8625.119999999999,11.99,57750.0,14208.15,11414.48,1185.0,934.33,257032.07,-251449.04,5583.030000000001,39.29455981250199,1.647298820190328,1.3079470198675496
10754,PERFECTA WINES             ,36850,Frey Svgn Bl Organic Mendcno,9.52,905,8615.6,13.99,57000.0,11705.36,7240.650000000001,864.0,95.88,28720.52,-25630.760000000002,3089.76,26.396112550147965,1.3586238915455686,0.9546961325966851
8352,LUXCO INC                  ,6846,Stock Limonce,13.66,630,8605.8,18.99,39750.0,4003.34,3223.86,266.0,209.79000000000002,10261.6,-14864.06,-4602.459999999999,-114.96550380432336,0.4651909177531433,0.4222222222222222
9165,ULTRA BEVERAGE COMPANY LLP ,883,Patron Burdeos Anejo Tequila,390.62,22,8593.64,499.99,6000.0,13499.73,10499.79,27.0,21.3,68054.7,-63148.61,4906.09,36.342134250092414,1.5708977802188595,1.2272727272727273
7245,PROXIMO SPIRITS INC.       ,1082,Bushmills Blackbush VAP,20.45,420,8589.0,26.99,7500.0,6681.639999999999,4999.24,236.0,185.94,38994.78,-40902.14,-1907.3600000000006,-28.546285043791652,0.7779299103504482,0.5619047619047619
8673,STE MICHELLE WINE ESTATES  ,6783,Hawk Crest Cab Svgn,8.38,1024,8581.12,12.990000000000002,65250.0,14503.35,9083.34,1065.0,118.15,15919.7,-9997.470000000001,5922.23,40.833531563397415,1.6901465076819808,1.0400390625
17035,PERNOD RICARD USA          ,33765,Perrier Jouet Gr Brut,38.95,220,8569.0,59.99,21000.0,12514.01,6916.900000000001,199.0,44.45,123780.22,-119835.21,3945.01,31.524747063491237,1.4603816081223013,0.9045454545454545
4425,MARTIGNETTI COMPANIES,29434,Clos du Val Merlot Napa,16.44,521,8565.24,31.99,33000.0,13062.98,7983.929999999999,502.0,55.68,144929.24,-140431.5,4497.74,34.43119410731701,1.5251154667002909,0.963531669865643
3252,E & J GALLO WINERY         ,23406,The Naked Grape Box Merlot,11.91,719,8563.289999999999,17.99,348000.0,10839.3,8934.48,670.0,301.5,61966.91,-59690.9,2276.01,20.997758157814623,1.2657868646279644,0.9318497913769124
4425,MARTIGNETTI COMPANIES,23984,Triennes Rose 2012,9.86,868,8558.48,14.989999999999998,34500.0,10942.7,4601.93,730.0,81.48,144929.24,-142545.02,2384.220000000001,21.788224112878915,1.2785798412802274,0.8410138248847926
4425,MARTIGNETTI COMPANIES,18618,Picket Fence Pnt Nr RRV,10.66,802,8549.32,15.989999999999998,51750.0,12968.94,7364.43,806.0,89.54,144929.24,-140509.62,4419.620000000001,34.07849831983185,1.5169557344911644,1.0049875311720697
9819,TREASURY WINE ESTATES      ,41912,Matua Pnt Nr Marlboro,8.21,1041,8546.61,11.99,63750.0,13376.76,7512.26,1024.0,113.77,14836.57,-10006.42,4830.15,36.10851955181972,1.5651539031265027,0.983669548511047
9165,ULTRA BEVERAGE COMPANY LLP ,41605,Charles Heidsieck Brut RSV,40.26,212,8535.12,59.99,30750.0,14332.71,10215.37,229.0,25.37,68054.7,-62257.11,5797.589999999998,40.450061432904164,1.679262857464218,1.080188679245283
10754,PERFECTA WINES             ,21750,Santos Sangria,6.84,1247,8529.48,9.99,321000.0,12917.07,8861.130000000001,1293.0,287.97,28720.52,-24332.93,4387.59,33.967378050904735,1.5144029882243701,1.036888532477947
8112,MOET HENNESSY USA INC      ,2367,Glenmorangie Pride,4264.7,2,8529.4,5799.99,2000.0,5799.99,5799.99,1.0,1.05,48347.26,-51076.67,-2729.41,-47.05887423943834,0.679999765516918,0.5
4425,MARTIGNETTI COMPANIES,26891,Predator Cab Svgn,9.2,925,8510.0,13.99,51750.0,7169.92,3712.38,508.0,56.57,144929.24,-146269.31999999998,-1340.08,-18.690306167990716,0.8425287896592244,0.5491891891891892
10754,PERFECTA WINES             ,36844,Frey Chard Organic Mendocino,9.26,919,8509.94,13.99,60000.0,12064.18,7794.3,882.0,97.76,28720.52,-25166.28,3554.24,29.461098889439647,1.4176574687953145,0.9597388465723613
90047,CRUSH WINES                ,17489,Ch St Pierre Rose,8.78,969,8507.82,14.99,63000.0,13631.49,7021.07,951.0,105.89,1457.73,3665.94,5123.67,37.587013598660164,1.6022306536809665,0.9814241486068112
4425,MARTIGNETTI COMPANIES,6236,Duboeuf Beaujolais,6.49,1310,8501.9,10.99,88500.0,15032.07,7818.74,1393.0,155.03,144929.24,-138399.06999999998,6530.17,43.441588550346026,1.768083604841271,1.0633587786259542
12546,JIM BEAM BRANDS COMPANY    ,889,DeKuyper Sour Apple Pucker,9.84,864,8501.76,12.99,77000.0,9516.27,6548.1,873.0,916.65,123880.97,-122866.46,1014.5100000000002,10.660794618059388,1.1193294094399278,1.0104166666666667
10754,PERFECTA WINES             ,27014,Jean-Claude Boisset Gev-Chmb,46.97,181,8501.57,69.99,12000.0,2659.62,1189.83,38.0,4.23,28720.52,-34562.47,-5841.95,-219.65355953106084,0.3128386874424371,0.20994475138121546
12331,STELLAR IMPORTING CO LLC   ,17471,Loukatos Mavrodaphne Patras,7.14,1189,8489.460000000001,10.49,76500.0,12231.34,5926.85,1166.0,129.83,119.23,3622.649999999999,3741.879999999999,30.59255976859444,1.440767728453871,0.9806560134566863
1392,CONSTELLATION BRANDS INC   ,6648,Marcus James Merlot Mendoza,5.15,1648,8487.199999999999,8.99,360000.0,14334.22,7467.75,1778.0,397.29,79528.99,-73681.97,5847.02,40.79063946276813,1.6889221415779057,1.078883495145631
4425,MARTIGNETTI COMPANIES,25732,Sonoma Loeb Pnt Nr Dutton Ra,23.44,362,8485.279999999999,33.99,15000.0,4690.62,2991.1200000000003,138.0,15.290000000000001,144929.24,-148723.9,-3794.659999999999,-80.89890035858797,0.5527949578564291,0.3812154696132597
10754,PERFECTA WINES             ,23632,Firesteed Wines Rose Pnt Nr,9.26,916,8482.16,15.989999999999998,34500.0,15302.43,7611.24,957.0,106.48,28720.52,-21900.25,6820.27,44.56984936379386,1.8040723117696436,1.044759825327511
2450,DJINN SPIRITS LLC          ,2162,Djinn Spirits Gin,21.58,393,8480.939999999999,33.99,47250.0,10495.79,8664.35,321.0,253.20000000000002,251.28,1763.5700000000022,2014.8500000000022,19.196744599501343,1.2375739010062567,0.816793893129771
4425,MARTIGNETTI COMPANIES,19397,Thunevin Calvet Cuvee Constn,11.48,738,8472.24,16.99,33000.0,9925.48,5340.03,552.0,61.33,144929.24,-143476.0,1453.2399999999998,14.641508521502233,1.1715296072821355,0.7479674796747967
9165,ULTRA BEVERAGE COMPANY LLP ,16878,Goosebump Velvety Red,5.22,1621,8461.62,7.990000000000001,102750.0,13879.08,6743.79,1692.0,188.52,68054.7,-62637.24,5417.459999999999,39.0332788628641,1.6402391031504604,1.0438001233806293
